Date,Product_Name,Units_sold,Price,Revenue,Costs_Of_Goods,Marketing_Cost,Logistic_Cost,Other_Cost,Total_Cost,Net_Profit,Operating_Expenses,Initial_Investment,Current_Cash
2020-02-01,product10460,3,40484,121452,75132,3632,9679,5364,93807,27645,16535,10000000,50000
2020-12-06,product10461,9,57897,521073,272544,9139,37971,19505,339159,181914,56711,10000000,50000
2020-09-13,product10462,1,31343,31343,16189,616,2469,1068,20342,11001,2315,10000000,50000
2020-10-01,product10463,5,38431,192155,125327,4459,6618,7375,143779,48376,23165,10000000,50000
2020-07-17,product10464,6,24696,148176,80104,3536,8455,3453,95548,52628,17527,10000000,50000
2020-08-25,product10465,9,41359,372231,214307,16802,25330,17010,273449,98782,41085,10000000,50000
2020-10-13,product10466,9,9700,87300,59005,4022,6267,3102,72396,14904,12930,10000000,50000
2020-12-05,product10467,5,11909,59545,35037,2739,4509,2587,44872,14673,5731,10000000,50000
2020-04-30,product10468,1,75361,75361,44971,1283,2469,2173,50896,24465,8329,10000000,50000
2020-12-08,product10469,5,97588,487940,315533,8201,15593,18570,357897,130043,41824,10000000,50000
2020-12-22,product10470,4,96862,387448,269835,10315,22323,13063,315536,71912,37196,10000000,50000
2020-01-16,product10471,3,52066,156198,95096,6759,12118,4620,118593,37605,21602,10000000,50000
2020-04-18,product10472,6,32820,196920,121039,7554,11190,4338,144121,52799,25502,10000000,50000
2020-10-15,product10473,2,43175,86350,55237,3474,6601,2996,68308,18042,7793,10000000,50000
2020-05-11,product10474,2,72461,144922,93101,5251,10718,6753,115823,29099,21273,10000000,50000
2020-04-21,product10475,3,68145,204435,112621,3927,11199,6583,134330,70105,19976,10000000,50000
2020-01-18,product10476,7,80069,560483,344925,17461,24206,26553,413145,147338,46438,10000000,50000
2020-12-14,product10477,7,60568,423976,240670,15071,31429,18187,305357,118619,54632,10000000,50000
2020-02-17,product10478,9,38539,346851,228668,17300,16601,10608,273177,73674,51701,10000000,50000
2020-08-05,product10479,3,29313,87939,45625,2536,5733,3195,57089,30850,6825,10000000,50000
2020-11-30,product10480,1,84014,84014,45591,1991,5724,3295,56601,27413,8607,10000000,50000
2020-01-28,product10481,2,56111,112222,64672,3303,3705,4066,75746,36476,7830,10000000,50000
2020-07-03,product10482,1,51646,51646,28110,1094,3669,2259,35132,16514,5465,10000000,50000
2020-08-29,product10483,7,12348,86436,50867,4046,4000,3270,62183,24253,10429,10000000,50000
2020-06-17,product10484,1,29096,29096,18577,908,988,1097,21570,7526,3936,10000000,50000
2020-01-29,product10485,1,85564,85564,43359,2268,6270,2963,54860,30704,6729,10000000,50000
2020-03-14,product10486,6,68475,410850,225079,16968,26568,12826,281441,129409,38458,10000000,50000
2020-10-04,product10487,1,65737,65737,37626,2863,4018,1533,46040,19697,7071,10000000,50000
2020-03-16,product10488,1,16811,16811,10906,316,805,390,12417,4394,1426,10000000,50000
2020-07-09,product10489,2,59043,118086,66296,5599,5814,4815,82524,35562,12906,10000000,50000
2020-05-15,product10490,4,48616,194464,115866,8090,8406,7981,140343,54121,17830,10000000,50000
2020-02-08,product10491,6,26748,160488,104353,4428,5709,4839,119329,41159,23493,10000000,50000
2020-05-27,product10492,4,52202,208808,119594,3794,9032,7018,139438,69370,18618,10000000,50000
2020-04-12,product10493,8,22987,183896,113455,5396,6027,8468,133346,50550,21731,10000000,50000
2020-05-03,product10494,3,18122,54366,29136,1117,4245,1868,36366,18000,5256,10000000,50000
2020-10-17,product10495,10,35744,357440,180737,13731,21213,13500,229181,128259,34086,10000000,50000
2020-06-12,product10496,1,65159,65159,32802,2422,4061,1509,40794,24365,7338,10000000,50000
2020-11-10,product10497,6,64017,384102,259545,8602,17525,15088,300760,83342,49612,10000000,50000
2020-05-06,product10498,5,38913,194565,135521,2968,13504,8377,160370,34195,29167,10000000,50000
2020-12-19,product10499,10,49450,494500,260573,19020,19745,15918,315256,179244,38382,10000000,50000
2020-11-26,product10500,7,76088,532616,350225,15320,21156,14603,401304,131312,73868,10000000,50000
2020-10-05,product10501,1,67033,67033,33691,3284,3321,2560,42856,24177,4668,10000000,50000
2020-03-25,product10502,7,77724,544068,273795,26430,17430,18472,336127,207941,43438,10000000,50000
2020-08-15,product10503,8,17964,143712,83960,2595,9295,4725,100575,43137,19870,10000000,50000
2020-09-13,product10504,6,25889,155334,86623,4110,11780,7250,109763,45571,16852,10000000,50000
2020-10-11,product10505,6,18943,113658,69357,3741,8761,5112,86971,26687,11837,10000000,50000
2020-11-25,product10506,1,98812,98812,62925,2556,7795,3345,76621,22191,14181,10000000,50000
2020-06-18,product10507,10,64012,640120,350901,19848,25443,26095,422287,217833,76256,10000000,50000
2020-07-30,product10508,10,28320,283200,160570,6868,13429,13036,193903,89297,34887,10000000,50000
2020-11-19,product10509,3,97158,291474,150548,5286,17286,10599,183719,107755,21441,10000000,50000
2020-03-02,product10510,2,89272,178544,117028,3180,8858,6441,135507,43037,18255,10000000,50000
2020-01-09,product10511,4,11427,45708,24278,1640,2513,2252,30683,15025,5579,10000000,50000
2020-05-06,product10512,7,54397,380779,204293,11050,22915,15332,253590,127189,44271,10000000,50000
2020-10-17,product10513,3,87288,261864,145224,9141,9358,9596,173319,88545,31828,10000000,50000
2020-11-07,product10514,1,90102,90102,47811,3801,5747,3244,60603,29499,6664,10000000,50000
2020-12-07,product10515,8,51563,412504,227273,15119,20159,12110,274661,137843,27644,10000000,50000
2020-08-28,product10516,5,48514,242570,156149,9668,16419,8475,190711,51859,23927,10000000,50000
2020-06-09,product10517,2,65695,131390,87216,3211,4967,3371,98765,32625,18971,10000000,50000
2020-08-20,product10518,3,51694,155082,87479,4343,10762,7749,110333,44749,13202,10000000,50000
2020-04-13,product10519,9,7246,65214,42347,2277,4913,1978,51515,13699,8483,10000000,50000
2020-07-28,product10520,5,63500,317500,207989,11372,25269,15537,260167,57333,28975,10000000,50000
2020-08-16,product10521,10,39424,394240,228495,9122,14322,8984,260923,133317,28877,10000000,50000
2020-08-02,product10522,4,64586,258344,150512,5702,11975,12120,180309,78035,27463,10000000,50000
2020-02-28,product10523,4,74254,297016,152400,6254,22369,9894,190917,106099,35302,10000000,50000
2020-01-05,product10524,1,18188,18188,11643,779,1275,868,14565,3623,2183,10000000,50000
2020-12-12,product10525,6,52734,316404,204715,9715,19705,13738,247873,68531,32469,10000000,50000
2020-03-08,product10526,2,91991,183982,110119,5148,7204,4224,126695,57287,13575,10000000,50000
2020-11-04,product10527,2,14707,29414,18790,1460,1837,619,22706,6708,2862,10000000,50000
2020-09-25,product10528,4,80740,322960,187140,11298,15210,8285,221933,101027,31553,10000000,50000
2020-05-01,product10529,3,24122,72366,37310,1208,4924,2930,46372,25994,6602,10000000,50000
2020-01-26,product10530,9,21641,194769,97507,6892,8078,4375,116852,77917,17942,10000000,50000
2020-02-27,product10531,6,51964,311784,159649,12150,15088,6933,193820,117964,19756,10000000,50000
2020-06-12,product10532,3,98333,294999,166102,9814,10965,8586,195467,99532,34309,10000000,50000
2020-01-27,product10533,6,77499,464994,252578,15968,24304,20804,313654,151340,59382,10000000,50000
2020-02-09,product10534,1,65497,65497,44322,2611,3516,2523,52972,12525,6733,10000000,50000
2020-07-25,product10535,2,7161,14322,8675,569,511,705,10460,3862,1142,10000000,50000
2020-11-24,product10536,4,80422,321688,189270,7579,17502,9895,224246,97442,31375,10000000,50000
2020-03-06,product10537,10,30803,308030,189275,8536,15497,12531,225839,82191,26267,10000000,50000
2020-04-07,product10538,8,50766,406128,211090,11604,13524,19172,255390,150738,26385,10000000,50000
2020-10-10,product10539,8,43014,344112,209151,10084,16819,13903,249957,94155,29828,10000000,50000
2020-06-01,product10540,4,68855,275420,175255,6842,20477,10817,213391,62029,42281,10000000,50000
2020-08-06,product10541,5,44544,222720,124300,7498,13556,8257,153611,69109,20293,10000000,50000
2020-08-11,product10542,4,56526,226104,116611,9362,14321,4931,145225,80879,28506,10000000,50000
2020-07-04,product10543,5,65724,328620,195198,12448,19178,15694,242518,86102,35595,10000000,50000
2020-12-23,product10544,1,95415,95415,53583,4258,3398,3609,64848,30567,6787,10000000,50000
2020-05-31,product10545,4,23706,94824,50968,3936,7011,4462,66377,28447,10099,10000000,50000
2020-01-21,product10546,10,84739,847390,547756,19181,53569,20142,640648,206742,98532,10000000,50000
2020-07-12,product10547,9,5457,49113,31727,1908,2403,1158,37196,11917,5741,10000000,50000
2020-08-04,product10548,7,13544,94808,56540,1512,4220,3311,65583,29225,10467,10000000,50000
2020-07-11,product10549,4,8948,35792,18183,1527,1939,832,22481,13311,2937,10000000,50000
2020-11-23,product10550,8,50111,400888,216746,6836,29461,12542,265585,135303,45642,10000000,50000
2020-08-11,product10551,2,14020,28040,17837,937,1398,604,20776,7264,2648,10000000,50000
2020-01-14,product10552,5,71404,357020,232339,16080,26890,8440,283749,73271,42715,10000000,50000
2020-08-02,product10553,6,12224,73344,47854,3154,3561,2216,56785,16559,6502,10000000,50000
2020-09-18,product10554,10,96706,967060,548532,39461,67003,44216,699212,267848,106873,10000000,50000
2020-08-03,product10555,8,39106,312848,180543,14604,9937,14761,219845,93003,32586,10000000,50000
2020-03-26,product10556,1,95040,95040,62567,3325,4430,3975,74297,20743,12769,10000000,50000
2020-11-06,product10557,10,88767,887670,552678,40207,57977,19563,670425,217245,110019,10000000,50000
2020-04-15,product10558,2,20225,40450,26555,1633,3149,1035,32372,8078,4823,10000000,50000
2020-11-01,product10559,9,63829,574461,355708,11214,31448,16283,414653,159808,46575,10000000,50000
2020-01-05,product10560,10,85480,854800,557874,16958,52988,38301,666121,188679,119765,10000000,50000
2020-08-27,product10561,10,94347,943470,492466,29280,63656,21041,606443,337027,84850,10000000,50000
2020-04-03,product10562,10,82097,820970,532238,30505,53954,38583,655280,165690,104609,10000000,50000
2020-11-25,product10563,4,47950,191800,122500,9124,12492,9110,153226,38574,18985,10000000,50000
2020-11-07,product10564,3,49335,148005,102137,3051,11467,6642,123297,24708,13331,10000000,50000
2020-08-08,product10565,5,17258,86290,50285,3397,5529,3336,62547,23743,12086,10000000,50000
2020-12-26,product10566,8,22209,177672,110972,4852,11927,7884,135635,42037,16233,10000000,50000
2020-10-22,product10567,9,89095,801855,543101,27729,25302,19199,615331,186524,117981,10000000,50000
2020-01-20,product10568,3,20271,60813,40322,2072,2618,2764,47776,13037,7040,10000000,50000
2020-06-30,product10569,5,65667,328335,200841,13938,14910,7061,236750,91585,39427,10000000,50000
2020-04-28,product10570,6,7533,45198,22759,773,1819,1530,26881,18317,3301,10000000,50000
2020-10-10,product10571,1,78773,78773,48788,2568,5347,2719,59422,19351,8096,10000000,50000
2020-04-06,product10572,8,43505,348040,204080,10878,27750,7245,249953,98087,34106,10000000,50000
2020-08-09,product10573,10,21132,211320,121662,3365,8083,5439,138549,72771,25598,10000000,50000
2020-11-30,product10574,5,47833,239165,136010,6953,16115,5404,164482,74683,31087,10000000,50000
2020-07-06,product10575,1,76381,76381,45970,2861,3247,2865,54943,21438,10712,10000000,50000
2020-11-06,product10576,6,90190,541140,340750,13969,31858,13914,400491,140649,74161,10000000,50000
2020-12-18,product10577,10,55672,556720,279132,18930,28524,19476,346062,210658,59268,10000000,50000
2020-09-14,product10578,9,46508,418572,286112,12439,31081,17153,346785,71787,46318,10000000,50000
2020-11-01,product10579,10,32743,327430,163858,14032,14810,10589,203289,124141,31345,10000000,50000
2020-09-28,product10580,2,17124,34248,17575,1374,1185,1302,21436,12812,2204,10000000,50000
2020-04-27,product10581,7,28902,202314,110680,5658,8107,7816,132261,70053,18801,10000000,50000
2020-07-20,product10582,3,5186,15558,8968,574,804,704,11050,4508,1403,10000000,50000
2020-02-27,product10583,1,95207,95207,61839,2600,4445,2773,71657,23550,10324,10000000,50000
2020-02-18,product10584,1,36813,36813,21429,1460,1917,1795,26601,10212,3893,10000000,50000
2020-04-12,product10585,3,37557,112671,60262,2567,6545,5297,74671,38000,8165,10000000,50000
2020-09-12,product10586,3,51521,154563,90874,5273,9159,6549,111855,42708,20728,10000000,50000
2020-05-28,product10587,1,64743,64743,33822,1838,2585,2036,40281,24462,7955,10000000,50000
2020-10-14,product10588,4,24324,97296,56249,1914,3779,3645,65587,31709,8872,10000000,50000
2020-03-15,product10589,8,68028,544224,379429,11343,26654,13503,430929,113295,59315,10000000,50000
2020-06-25,product10590,4,71335,285340,161329,13713,22724,6430,204196,81144,33364,10000000,50000
2020-04-05,product10591,10,21595,215950,114519,8890,15342,10446,149197,66753,26330,10000000,50000
2020-02-17,product10592,9,63236,569124,286870,14412,22001,16723,340006,229118,66375,10000000,50000
2020-11-05,product10593,2,9502,19004,10476,703,1430,736,13345,5659,1371,10000000,50000
2020-10-05,product10594,10,61663,616630,377535,17917,29347,23001,447800,168830,76752,10000000,50000
2020-07-04,product10595,7,12548,87836,58051,1969,2828,4390,67238,20598,10201,10000000,50000
2020-08-19,product10596,2,20672,41344,28048,1449,2985,1720,34202,7142,5023,10000000,50000
2020-07-14,product10597,5,73562,367810,227881,12876,16354,10600,267711,100099,37615,10000000,50000
2020-12-26,product10598,7,47900,335300,187710,13446,15134,12487,228777,106523,36206,10000000,50000
2020-07-10,product10599,1,74976,74976,46668,2387,4869,2412,56336,18640,7523,10000000,50000
2020-12-12,product10600,9,39250,353250,200413,13310,19643,14072,247438,105812,31290,10000000,50000
2020-03-21,product10601,7,9595,67165,45413,1347,2273,2462,51495,15670,5333,10000000,50000
2020-02-11,product10602,1,19796,19796,13257,587,1381,549,15774,4022,1891,10000000,50000
2020-05-17,product10603,10,56947,569470,301122,15201,21960,12187,350470,219000,68856,10000000,50000
2020-05-22,product10604,3,57563,172689,120257,3931,7521,6256,137965,34724,20064,10000000,50000
2020-03-04,product10605,6,41265,247590,132460,6069,12628,7098,158255,89335,25649,10000000,50000
2020-03-16,product10606,5,51889,259445,163269,8841,14212,8776,195098,64347,27760,10000000,50000
2020-12-05,product10607,10,65062,650620,369279,20807,25440,23147,438673,211947,63518,10000000,50000
2020-09-18,product10608,2,22381,44762,26978,1498,2511,1241,32228,12534,4535,10000000,50000
2020-11-01,product10609,6,81513,489078,332935,14829,20644,20103,388511,100567,43369,10000000,50000
2020-03-11,product10610,5,28674,143370,88379,6587,10382,3804,109152,34218,13839,10000000,50000
2020-05-14,product10611,3,10943,32829,18131,1494,2002,760,22387,10442,3893,10000000,50000
2020-07-21,product10612,2,90356,180712,115853,6366,8100,4166,134485,46227,19834,10000000,50000
2020-08-06,product10613,5,82239,411195,267840,7737,27535,17494,320606,90589,38148,10000000,50000
2020-12-18,product10614,6,37684,226104,132205,9367,7858,10621,160051,66053,26026,10000000,50000
2020-07-17,product10615,6,82855,497130,279509,13822,15255,20712,329298,167832,51093,10000000,50000
2020-03-03,product10616,6,45871,275226,162555,10594,18632,10750,202531,72695,21293,10000000,50000
2020-06-27,product10617,10,15252,152520,77694,4338,6161,7093,95286,57234,11570,10000000,50000
2020-03-14,product10618,6,21342,128052,73361,6180,4572,2570,86683,41369,8900,10000000,50000
2020-11-22,product10619,5,36880,184400,100351,3196,13623,7970,125140,59260,13755,10000000,50000
2020-11-05,product10620,2,34895,69790,42861,1539,4291,1705,50396,19394,9427,10000000,50000
2020-10-07,product10621,3,66995,200985,128220,7087,13913,9334,158554,42431,16469,10000000,50000
2020-11-14,product10622,6,69756,418536,249502,9384,14574,15411,288871,129665,57063,10000000,50000
2020-10-29,product10623,3,78155,234465,120634,10400,18280,6076,155390,79075,26973,10000000,50000
2020-12-04,product10624,4,54543,218172,117914,9625,7298,7566,142403,75769,21134,10000000,50000
2020-12-14,product10625,10,88390,883900,596303,42139,55505,21226,715173,168727,97606,10000000,50000
2020-07-08,product10626,5,55294,276470,191675,12754,13389,12886,230704,45766,30817,10000000,50000
2020-01-23,product10627,10,94888,948880,562155,43469,43958,39055,688637,260243,84332,10000000,50000
2020-04-26,product10628,5,96971,484855,308282,16019,18414,22066,364781,120074,63453,10000000,50000
2020-12-25,product10629,3,73252,219756,127340,9649,15702,6240,158931,60825,31547,10000000,50000
2020-06-17,product10630,8,22550,180400,95891,5075,13836,7411,122213,58187,13022,10000000,50000
2020-05-26,product10631,10,57342,573420,374345,9527,24005,27855,435732,137688,79988,10000000,50000
2020-03-04,product10632,4,84566,338264,178710,13434,17284,10667,220095,118169,22947,10000000,50000
2020-05-11,product10633,6,59840,359040,199633,9476,13389,12007,234505,124535,35407,10000000,50000
2020-07-25,product10634,5,10483,52415,28004,2082,3819,1151,35056,17359,5975,10000000,50000
2020-07-26,product10635,1,65590,65590,38589,2911,4610,2416,48526,17064,7283,10000000,50000
2020-05-20,product10636,7,8630,60410,37818,1847,3394,2308,45367,15043,4892,10000000,50000
2020-03-03,product10637,7,25742,180194,120768,4757,10502,8012,144039,36155,20067,10000000,50000
2020-11-11,product10638,7,18387,128709,68964,5394,8508,3372,86238,42471,16411,10000000,50000
2020-04-16,product10639,1,57238,57238,37334,1404,2979,2591,44308,12930,7257,10000000,50000
2020-07-29,product10640,9,49022,441198,249658,16917,21730,15838,304143,137055,44431,10000000,50000
2020-08-06,product10641,9,95564,860076,443470,24367,28952,35831,532620,327456,54590,10000000,50000
2020-04-23,product10642,4,10329,41316,23127,1018,3094,1781,29020,12296,4119,10000000,50000
2020-04-22,product10643,4,69144,276576,180283,7608,15907,6247,210045,66531,37218,10000000,50000
2020-06-26,product10644,4,92859,371436,227383,17926,23692,11569,280570,90866,42340,10000000,50000
2020-02-07,product10645,2,41128,82256,49595,2990,4380,2645,59610,22646,9821,10000000,50000
2020-05-28,product10646,4,81606,326424,187228,10957,14681,15579,228445,97979,39253,10000000,50000
2020-08-14,product10647,4,61526,246104,154613,8540,8467,9014,180634,65470,25474,10000000,50000
2020-03-04,product10648,6,94877,569262,306363,26291,25646,26248,384548,184714,41528,10000000,50000
2020-03-07,product10649,10,41057,410570,237729,19151,12829,9614,279323,131247,37703,10000000,50000
2020-01-06,product10650,3,92646,277938,190607,5588,17548,11099,224842,53096,31960,10000000,50000
2020-09-20,product10651,10,24712,247120,128949,3745,16469,8587,157750,89370,28153,10000000,50000
2020-09-21,product10652,6,28928,173568,114210,7429,5744,7763,135146,38422,17322,10000000,50000
2020-12-07,product10653,9,39311,353799,210976,10252,18064,10642,249934,103865,33790,10000000,50000
2020-12-13,product10654,7,83195,582365,323796,9970,19327,23173,376266,206099,40596,10000000,50000
2020-12-14,product10655,7,48073,336511,170667,10442,15454,8386,204949,131562,30994,10000000,50000
2020-09-19,product10656,6,7767,46602,25073,964,3354,1937,31328,15274,5024,10000000,50000
2020-01-05,product10657,2,53928,107856,64978,3680,5740,2693,77091,30765,9706,10000000,50000
2020-11-06,product10658,6,64291,385746,220088,5881,18874,8307,253150,132596,47278,10000000,50000
2020-12-24,product10659,6,24811,148866,86160,2738,4982,6977,100857,48009,12321,10000000,50000
2020-04-22,product10660,6,82247,493482,302811,18663,17202,13076,351752,141730,54544,10000000,50000
2020-09-09,product10661,10,18193,181930,97483,7119,13022,3645,121269,60661,17444,10000000,50000
2020-02-04,product10662,6,25623,153738,100665,6041,10202,5541,122449,31289,15262,10000000,50000
2020-11-02,product10663,7,45219,316533,190155,11077,13336,11600,226168,90365,43976,10000000,50000
2020-05-19,product10664,4,51843,207372,123360,6466,9917,6770,146513,60859,18869,10000000,50000
2020-03-02,product10665,5,7423,37115,19675,1207,2731,1698,25311,11804,4481,10000000,50000
2020-08-29,product10666,3,89700,269100,160128,6540,8553,9951,185172,83928,34871,10000000,50000
2020-05-22,product10667,4,12879,51516,29670,1368,3932,1663,36633,14883,3898,10000000,50000
2020-07-13,product10668,8,12903,103224,65241,5127,3496,3575,77439,25785,8649,10000000,50000
2020-02-11,product10669,4,81774,327096,220193,15261,10057,7159,252670,74426,39905,10000000,50000
2020-06-02,product10670,8,13963,111704,70250,1941,6089,3462,81742,29962,16252,10000000,50000
2020-12-13,product10671,10,65785,657850,346072,10359,52583,26160,435174,222676,77406,10000000,50000
2020-01-22,product10672,9,66092,594828,376658,25869,43093,25252,470872,123956,57818,10000000,50000
2020-05-17,product10673,4,49870,199480,103294,6324,7339,7830,124787,74693,24628,10000000,50000
2020-08-26,product10674,5,99016,495080,258522,24281,25478,14518,322799,172281,38176,10000000,50000
2020-09-08,product10675,9,82313,740817,513557,20775,44184,16432,594948,145869,73032,10000000,50000
2020-10-12,product10676,6,5976,35856,23142,1580,1203,1165,27090,8766,3602,10000000,50000
2020-02-07,product10677,1,5957,5957,4013,113,336,214,4676,1281,550,10000000,50000
2020-05-20,product10678,8,26111,208888,142634,5896,10955,5137,164622,44266,25536,10000000,50000
2020-03-04,product10679,8,62730,501840,314235,23557,34827,22757,395376,106464,47316,10000000,50000
2020-03-11,product10680,7,35343,247401,168230,12253,18499,10025,209007,38394,39838,10000000,50000
2020-09-06,product10681,9,75599,680391,342449,17065,39082,14867,413463,266928,70962,10000000,50000
2020-01-15,product10682,5,64735,323675,202708,8989,19441,14792,245930,77745,27572,10000000,50000
2020-02-11,product10683,7,97236,680652,364608,15060,41923,25765,447356,233296,53058,10000000,50000
2020-06-29,product10684,3,29878,89634,60235,3339,4752,1901,70227,19407,13326,10000000,50000
2020-05-03,product10685,5,5804,29020,18315,1369,905,867,21456,7564,2391,10000000,50000
2020-02-01,product10686,7,42888,300216,150180,7475,16527,7195,181377,118839,28121,10000000,50000
2020-02-11,product10687,2,30546,61092,35943,2601,2412,1488,42444,18648,6203,10000000,50000
2020-07-03,product10688,4,20148,80592,50933,3876,4586,3887,63282,17310,8468,10000000,50000
2020-01-28,product10689,3,44978,134934,87724,4493,9091,5856,107164,27770,21259,10000000,50000
2020-03-25,product10690,3,62155,186465,112251,3439,10267,5608,131565,54900,18333,10000000,50000
2020-03-27,product10691,6,80867,485202,252552,10452,28295,21659,312958,172244,38422,10000000,50000
2020-08-06,product10692,1,29082,29082,18761,1237,1379,747,22124,6958,3396,10000000,50000
2020-12-28,product10693,3,90893,272679,166455,10013,12579,6447,195494,77185,31505,10000000,50000
2020-05-29,product10694,4,63291,253164,146552,11669,19196,9338,186755,66409,27270,10000000,50000
2020-10-09,product10695,8,18253,146024,91420,2862,9906,4168,108356,37668,21234,10000000,50000
2020-09-26,product10696,4,87801,351204,230699,5282,11638,9597,257216,93988,32618,10000000,50000
2020-11-10,product10697,10,99683,996830,687875,26178,35078,25800,774931,221899,113646,10000000,50000
2020-04-01,product10698,3,67560,202680,104405,5016,9709,7988,127118,75562,24562,10000000,50000
2020-12-05,product10699,3,99492,298476,193053,9313,10018,14793,227177,71299,23266,10000000,50000
2020-07-22,product10700,5,98056,490280,266664,8960,18012,22647,316283,173997,42428,10000000,50000
2020-01-09,product10701,7,34004,238028,133583,10022,14908,11079,169592,68436,27605,10000000,50000
2020-11-06,product10702,7,72595,508165,322726,11985,19926,20834,375471,132694,51933,10000000,50000
2020-09-22,product10703,1,40440,40440,21915,1777,2122,1274,27088,13352,4943,10000000,50000
2020-12-27,product10704,2,57853,115706,68178,4704,9178,3381,85441,30265,14395,10000000,50000
2020-10-10,product10705,3,73813,221439,117162,6706,15209,11031,150108,71331,25802,10000000,50000
2020-08-31,product10706,4,12688,50752,29671,1421,3306,2493,36891,13861,4219,10000000,50000
2020-08-25,product10707,3,45808,137424,70879,5558,4889,3498,84824,52600,11194,10000000,50000
2020-11-05,product10708,4,57972,231888,130203,9419,14780,10253,164655,67233,18405,10000000,50000
2020-04-17,product10709,9,37032,333288,196948,11780,12581,6752,228061,105227,35961,10000000,50000
2020-01-15,product10710,8,93895,751160,436556,12284,23375,16849,489064,262096,60690,10000000,50000
2020-08-04,product10711,9,84801,763209,526836,26849,55368,25252,634305,128904,68185,10000000,50000
2020-01-29,product10712,4,75235,300940,169441,10978,15312,10013,205744,95196,23859,10000000,50000
2020-10-29,product10713,4,13660,54640,37760,2358,2348,2512,44978,9662,5611,10000000,50000
2020-11-04,product10714,4,60971,243884,148226,7366,7546,7452,170590,73294,18830,10000000,50000
2020-06-08,product10715,2,55326,110652,56700,1671,3897,2987,65255,45397,8378,10000000,50000
2020-03-12,product10716,6,31965,191790,133090,5562,10782,6486,155920,35870,29522,10000000,50000
2020-02-03,product10717,4,53219,212876,130447,6394,11222,8087,156150,56726,18388,10000000,50000
2020-01-17,product10718,4,96628,386512,228529,15123,17892,9273,270817,115695,49458,10000000,50000
2020-06-11,product10719,8,57116,456928,316067,18208,24316,9320,367911,89017,63063,10000000,50000
2020-02-19,product10720,4,81904,327616,168587,14504,23923,11140,218154,109462,34059,10000000,50000
2020-10-08,product10721,7,48063,336441,189616,10170,21292,16179,237257,99184,45054,10000000,50000
2020-07-22,product10722,10,67618,676180,383231,32906,52006,19730,487873,188307,94732,10000000,50000
2020-05-27,product10723,10,74734,747340,428672,25158,51306,27197,532333,215007,99582,10000000,50000
2020-04-23,product10724,10,52211,522110,352853,15054,19086,12981,399974,122136,52452,10000000,50000
2020-02-23,product10725,1,29797,29797,18959,821,1819,1157,22756,7041,2485,10000000,50000
2020-05-01,product10726,2,12284,24568,14240,1132,939,709,17020,7548,2203,10000000,50000
2020-09-11,product10727,5,50692,253460,165875,8363,17479,6299,198016,55444,22064,10000000,50000
2020-01-17,product10728,2,20666,41332,28079,674,1354,830,30937,10395,4102,10000000,50000
2020-12-15,product10729,4,84039,336156,222632,5742,20799,10614,259787,76369,34121,10000000,50000
2020-12-15,product10730,4,77586,310344,168965,12372,13580,15087,210004,100340,38466,10000000,50000
2020-01-03,product10731,8,54626,437008,251176,17178,18190,10552,297096,139912,50554,10000000,50000
2020-05-30,product10732,3,41336,124008,73874,5395,4890,3001,87160,36848,15436,10000000,50000
2020-07-11,product10733,3,46788,140364,89805,6979,6748,6409,109941,30423,12807,10000000,50000
2020-03-23,product10734,2,52624,105248,71978,1687,7180,4493,85338,19910,15045,10000000,50000
2020-04-12,product10735,6,47316,283896,197474,13529,22350,12308,245661,38235,40311,10000000,50000
2020-01-11,product10736,9,11931,107379,60111,4777,4371,5018,74277,33102,8781,10000000,50000
2020-12-26,product10737,10,10093,100930,60012,4357,3490,4696,72555,28375,13850,10000000,50000
2020-11-03,product10738,5,81876,409380,268815,17398,20965,18149,325327,84053,35123,10000000,50000
2020-01-19,product10739,1,76079,76079,41007,3578,5702,3277,53564,22515,10273,10000000,50000
2020-08-21,product10740,6,8628,51768,26809,952,3605,1554,32920,18848,5465,10000000,50000
2020-11-08,product10741,2,60104,120208,78524,2039,8135,4279,92977,27231,17615,10000000,50000
2020-05-27,product10742,4,35365,141460,98200,4206,9224,4311,115941,25519,17616,10000000,50000
2020-10-16,product10743,3,41983,125949,75353,4993,4199,4107,88652,37297,13317,10000000,50000
2020-05-16,product10744,2,67910,135820,74991,4790,8707,5607,94095,41725,18660,10000000,50000
2020-05-29,product10745,5,87409,437045,233087,6764,34666,9497,284014,153031,36289,10000000,50000
2020-05-04,product10746,7,19317,135219,78106,4816,4155,4715,91792,43427,15326,10000000,50000
2020-12-01,product10747,3,56776,170328,94777,6432,5657,4383,111249,59079,16673,10000000,50000
2020-05-09,product10748,10,12671,126710,68887,4136,8791,3501,85315,41395,10261,10000000,50000
2020-06-02,product10749,2,28087,56174,32015,1348,4403,1369,39135,17039,4251,10000000,50000
2020-06-19,product10750,6,28547,171282,90188,3459,10311,5522,109480,61802,17265,10000000,50000
2020-03-24,product10751,1,87608,87608,58434,3128,5355,2163,69080,18528,12322,10000000,50000
2020-11-21,product10752,3,76396,229188,124767,7822,8793,8416,149798,79390,18710,10000000,50000
2020-12-02,product10753,2,73534,147068,89184,3454,7849,5991,106478,40590,10659,10000000,50000
2020-07-03,product10754,3,90416,271248,180569,6434,8504,13503,209010,62238,40904,10000000,50000
2020-05-15,product10755,7,68921,482447,331515,11921,23475,16521,383432,99015,55474,10000000,50000
